username,ip_score,time_score,device_score,frequency,geo_score,label
user452,0.58,0.75,0.53,4,0.14,0
user478,0.71,0.17,0.78,9,0.53,0
user413,0.89,0.83,0.55,1,0.56,1
user332,0.6,0.58,0.04,7,0.59,0
user69,0.91,0.17,0.84,5,0.04,0
user283,0.61,1.0,0.8,5,0.35,0
user415,0.97,0.75,0.57,6,0.94,1
user201,0.78,0.58,0.88,2,0.65,0
user50,0.36,0.58,0.87,5,0.27,0
user451,0.8,0.08,0.66,8,0.62,0
user446,0.5,0.75,0.9,9,0.52,0
user143,0.55,0.42,0.93,10,0.02,0
user257,0.73,0.25,0.65,4,0.67,0
user69,0.91,0.25,0.63,5,0.03,0
user114,0.31,0.67,0.92,3,0.06,0
user237,0.57,0.67,0.58,9,0.35,0
user6,0.88,0.42,0.85,1,0.87,0
user259,0.39,0.67,0.82,8,0.17,0
user364,0.31,0.67,0.95,6,0.62,0
user118,0.49,0.58,0.51,10,0.85,0
user332,0.91,0.08,0.76,10,0.45,0
user300,0.63,0.75,0.83,4,0.21,0
user418,0.31,0.75,0.89,6,0.23,0
user14,0.73,0.17,1.0,1,0.24,0
user158,0.45,0.17,0.09,4,0.45,0
user115,0.77,0.75,0.65,8,0.59,1
user270,0.45,0.83,0.67,4,0.43,0
user3,0.35,0.67,0.57,7,0.02,0
user62,0.93,0.92,0.59,7,0.35,0
user398,0.73,0.42,0.56,6,0.57,0
user107,0.68,0.42,0.66,10,0.03,0
user130,0.63,0.33,0.79,3,0.09,0
user394,0.44,0.67,0.54,10,0.2,0
user66,0.93,0.08,0.67,1,0.2,0
user471,0.47,0.42,0.58,5,0.32,0
user314,0.74,0.5,0.58,4,0.32,0
user158,0.78,0.83,0.79,8,0.46,0
user274,0.43,0.33,0.52,9,0.36,0
user203,0.37,0.42,0.15,1,0.24,0
user222,0.45,0.33,0.67,2,0.26,0
user479,0.91,0.25,0.55,7,0.27,0
user265,0.86,0.92,0.82,2,0.43,0
user498,0.45,0.33,0.98,9,0.69,0
user25,0.56,0.08,0.87,2,0.56,0
user54,0.81,0.25,0.87,9,0.56,0
user400,0.38,0.08,0.81,5,0.17,0
user1,0.69,0.17,0.62,1,0.68,0
user453,0.35,0.42,0.88,6,0.11,0
user98,0.43,0.67,0.62,2,0.66,0
user497,0.55,0.17,0.68,10,0.98,0
user31,0.38,0.08,0.19,5,0.35,0
user290,0.9,0.83,0.97,2,0.38,0
user333,0.4,0.42,0.7,3,0.57,0
user87,0.74,0.25,0.85,2,0.2,0
user355,0.7,0.5,0.86,8,0.03,0
user96,0.96,0.25,0.86,6,0.33,0
user102,0.67,0.75,0.77,10,0.58,1
user243,0.9,1.0,0.52,2,0.43,0
user377,0.64,0.25,0.94,9,0.17,0
user463,0.69,0.58,0.38,6,0.54,0
user132,0.91,0.92,0.61,7,0.39,0
user483,0.73,0.42,0.92,8,0.55,0
user185,0.64,0.33,0.52,5,0.64,0
user43,0.63,0.5,0.89,3,0.26,0
user369,0.6,0.17,0.53,9,0.44,0
user18,0.52,0.42,0.9,4,0.07,0
user244,0.86,0.75,0.37,7,0.13,0
user484,0.96,0.42,0.98,2,0.21,0
user295,0.88,0.42,0.87,9,0.67,0
user110,0.93,0.58,0.41,9,0.18,0
user145,0.73,0.67,0.68,10,0.48,0
user180,0.48,0.67,0.87,3,0.34,0
user204,0.88,0.67,0.65,8,0.49,0
user464,0.97,0.33,0.52,3,0.42,0
user195,0.54,0.58,0.54,5,0.33,0
user198,0.87,0.0,0.51,9,0.47,0
user246,0.31,0.08,0.94,7,0.69,0
user82,0.37,0.75,0.95,8,0.52,0
user74,0.96,0.0,0.74,10,0.59,0
user11,0.72,0.58,0.7,10,0.26,0
user390,0.6,0.67,0.77,10,0.46,0
user94,0.68,0.92,0.93,2,0.24,0
user84,0.54,0.75,0.56,10,0.33,0
user139,0.64,0.58,0.92,3,0.63,0
user360,1.0,0.42,0.76,1,0.24,0
user227,0.42,0.83,0.87,4,0.21,0
user226,0.9,0.92,0.77,2,0.15,0
user13,0.39,0.33,0.9,2,0.45,0
user298,0.45,0.42,0.85,7,0.12,0
user24,0.97,0.42,0.99,3,0.03,0
user359,0.86,0.92,0.78,2,0.12,0
user182,0.69,0.5,0.78,8,0.38,0
user484,0.88,0.42,0.7,10,0.06,0
user237,0.86,0.17,0.75,1,0.57,0
user197,0.65,0.5,0.51,1,0.52,0
user398,0.74,0.42,0.53,2,0.41,0
user417,0.64,0.17,0.78,8,0.59,0
user191,0.8,0.17,0.24,5,0.66,0
user14,0.69,0.5,0.84,8,0.47,0
user303,0.89,0.75,0.71,3,0.58,1
user354,0.63,0.33,0.81,4,0.47,0
user255,0.33,0.42,0.91,2,0.0,0
user239,0.69,1.0,0.51,8,0.5,0
user58,0.62,0.0,0.88,5,0.52,0
user275,0.77,0.58,0.83,8,0.51,0
user59,0.87,0.58,0.7,7,0.55,0
user85,0.8,0.67,0.93,2,0.34,0
user259,0.5,0.5,0.53,6,0.37,0
user416,0.51,0.42,0.7,3,0.03,0
user164,0.44,0.5,0.51,7,0.64,0
user381,0.53,1.0,0.74,10,0.21,0
user367,0.84,0.0,0.8,2,0.35,0
user288,0.89,0.25,0.71,5,0.64,0
user183,0.38,0.58,0.54,10,0.31,0
user125,0.91,0.25,0.86,5,0.2,0
user219,0.66,0.25,0.34,1,0.02,0
user390,0.94,0.33,0.85,3,0.63,0
user451,0.68,0.83,0.64,7,0.6,1
user117,0.64,0.58,0.83,1,0.39,0
user265,0.74,0.0,0.55,4,0.15,0
user130,0.58,0.33,0.6,6,0.29,0
user213,1.0,1.0,0.53,3,0.46,0
user398,0.51,0.83,0.4,9,0.89,0
user427,0.59,0.67,0.54,5,0.08,0
user360,0.33,0.33,0.95,10,0.08,0
user37,0.56,0.08,0.86,2,0.94,0
user308,0.39,1.0,0.87,5,0.18,0
user22,0.73,0.33,0.58,6,0.16,0
user180,0.58,0.5,0.35,5,0.83,0
user124,0.38,0.25,0.99,4,0.39,0
user110,0.85,0.92,0.68,10,0.48,0
user56,0.49,0.0,0.86,9,0.53,0
user128,0.74,0.08,0.59,6,0.66,0
user228,0.81,0.58,0.51,5,0.33,0
user3,0.82,0.25,0.37,2,0.13,0
user247,0.82,0.67,0.85,2,0.05,0
user492,0.38,0.58,0.79,3,0.69,0
user335,0.92,0.33,0.67,8,0.73,0
user140,0.54,0.17,0.93,5,0.42,0
user300,0.73,0.08,0.58,6,0.45,0
user63,0.87,0.83,0.82,2,0.38,0
user8,0.67,0.42,0.57,1,0.19,0
user230,0.51,1.0,0.72,7,0.74,0
user387,0.48,0.08,0.94,4,0.26,0
user11,0.48,0.33,0.94,7,0.41,0
user279,0.89,0.83,0.77,3,0.0,0
user302,0.68,0.75,0.57,3,0.2,0
user225,0.73,0.17,0.68,5,0.64,0
user221,0.82,0.25,0.71,6,0.72,0
user410,0.76,0.08,0.6,8,0.61,0
user206,0.37,0.67,0.5,7,1.0,0
user166,0.4,0.08,0.76,1,0.61,0
user401,0.88,0.17,0.99,4,0.32,0
user340,0.96,0.42,0.86,8,0.44,0
user407,0.83,0.17,0.74,8,0.11,0
user434,0.88,0.5,0.67,10,0.28,0
user433,0.42,0.75,0.58,8,0.82,0
user265,0.4,0.75,0.02,6,0.45,0
user291,0.86,0.5,0.53,5,0.38,0
user408,0.75,0.33,0.51,4,0.6,0
user78,0.7,0.58,0.62,8,0.62,0
user253,0.96,0.33,0.99,9,0.24,0
user110,0.79,0.67,0.53,10,0.56,1
user454,0.39,0.92,0.92,1,0.45,0
user333,0.75,1.0,0.87,2,0.16,0
user1,0.6,0.17,0.84,5,0.51,0
user98,0.7,0.75,0.74,3,0.65,1
user258,0.52,0.92,0.64,10,0.03,0
user365,0.94,0.5,0.75,4,0.03,0
user487,0.71,0.75,0.79,2,0.06,0
user278,0.85,0.75,0.77,7,0.32,0
user314,0.63,0.58,0.67,4,0.28,0
user116,0.71,0.92,0.73,6,0.03,0
user368,0.67,0.33,0.94,10,0.32,0
user282,0.49,0.83,0.29,6,0.42,0
user469,0.83,0.08,0.9,5,0.54,0
user62,0.51,0.92,0.47,3,0.4,0
user12,0.32,0.33,0.89,2,0.39,0
user132,0.93,0.33,0.08,8,0.1,0
user47,0.94,0.17,0.99,10,0.96,0
user85,0.74,0.08,0.74,5,0.31,0
user266,0.87,0.33,0.53,7,0.69,0
user142,0.53,0.92,0.89,4,0.12,0
user132,0.55,0.75,0.87,3,0.54,0
user454,0.43,0.42,0.71,3,0.53,0
user301,0.88,0.33,0.77,2,0.38,0
user310,0.42,0.42,0.66,8,0.62,0
user337,0.75,0.75,0.25,1,0.69,0
user410,0.37,0.75,0.46,3,0.41,0
user389,0.55,0.75,0.61,5,0.37,0
user24,0.45,0.92,0.66,2,0.32,0
user301,0.96,0.08,0.52,9,0.19,0
user385,0.92,1.0,0.57,1,0.41,0
user12,0.66,0.92,0.85,5,0.25,0
user141,0.39,0.92,0.85,9,0.27,0
user367,0.91,1.0,0.9,2,0.57,1
user158,0.84,0.33,0.78,3,0.08,0
user127,0.95,0.33,0.69,10,0.35,0
user367,0.89,0.25,0.6,7,0.54,0
user343,0.66,0.5,0.94,6,0.12,0
user220,0.78,0.08,0.52,2,0.59,0
user6,0.57,0.83,0.62,6,0.69,0
user108,0.65,0.5,0.66,9,0.59,0
user431,0.36,1.0,0.76,5,0.08,0
user273,0.72,0.08,0.81,10,0.6,0
user171,0.51,0.25,0.68,5,0.14,0
user37,0.61,0.25,0.54,10,0.2,0
user5,0.7,0.08,0.65,8,0.25,0
user363,0.72,0.5,0.75,8,0.11,0
user409,0.6,0.25,0.69,3,0.42,0
user330,0.67,0.33,0.96,9,0.56,0
user16,0.89,0.92,0.59,1,0.22,0
user294,0.55,0.25,0.78,6,0.58,0
user105,0.6,0.83,0.54,4,0.18,0
user8,0.68,0.0,0.41,3,0.07,0
user361,0.99,0.5,0.66,10,0.36,0
user97,0.68,0.08,0.69,10,0.6,0
user285,0.74,0.58,0.91,6,0.11,0
user19,0.67,0.58,0.87,8,0.61,0
user85,0.37,0.83,0.79,9,0.18,0
user412,0.97,0.75,0.54,4,0.36,0
user445,0.39,0.17,0.61,5,0.53,0
user200,0.96,0.08,0.61,3,0.63,0
user188,0.93,0.75,0.94,10,0.92,1
user205,0.75,0.5,0.74,3,0.26,0
user125,0.8,0.75,0.92,1,0.24,0
user488,0.69,0.0,0.69,10,0.36,0
user318,0.43,0.75,0.79,2,0.01,0
user93,0.8,0.08,0.79,8,0.45,0
user240,0.45,0.5,0.57,1,0.38,0
user312,0.86,0.17,0.95,5,0.05,0
user408,0.89,0.67,0.63,4,0.53,1
user421,0.37,0.5,0.62,4,0.09,0
user259,0.5,0.25,0.62,6,0.1,0
user434,0.62,0.92,0.51,3,0.65,1
user432,0.56,0.92,0.59,7,0.02,0
user397,0.77,0.08,0.67,2,0.22,0
user413,0.39,0.67,0.63,4,0.59,0
user216,0.9,0.92,0.9,9,0.13,0
user47,0.53,0.08,0.57,5,0.16,0
user368,1.0,0.5,0.87,5,0.04,0
user491,0.96,0.42,0.63,9,0.27,0
user280,0.94,0.25,0.53,1,0.15,0
user86,0.72,0.25,0.52,2,0.61,0
user77,0.69,1.0,0.74,3,0.69,1
user86,0.38,0.0,0.52,6,0.33,0
user195,0.8,0.08,0.77,1,0.22,0
user338,0.41,0.33,0.65,3,0.38,0
user60,0.69,0.42,0.86,3,0.25,0
user141,0.49,0.42,0.62,9,0.68,0
user89,0.62,0.67,0.57,7,0.31,0
user450,0.46,0.67,0.79,2,0.68,0
user177,0.87,0.33,0.79,3,0.26,0
user253,0.63,0.5,0.53,3,0.0,0
user398,0.59,0.75,0.95,10,0.18,0
user239,0.46,0.58,0.94,10,0.01,0
user398,0.64,0.58,0.89,9,0.64,0
user158,0.96,0.67,0.89,4,0.66,1
user288,0.88,0.25,0.82,10,0.44,0
user5,0.6,1.0,0.88,1,0.45,0
user206,0.49,0.0,0.85,6,0.54,0
user465,0.92,0.33,0.88,10,0.69,0
user471,0.92,0.33,0.62,6,0.63,0
user145,0.81,0.25,0.79,7,0.5,0
user381,0.56,0.67,0.99,5,0.48,0
user412,0.69,0.92,0.79,5,0.4,0
user104,0.61,0.33,0.95,2,0.56,0
user168,0.97,0.25,0.96,1,0.34,0
user254,0.31,0.08,0.65,2,0.87,0
user249,0.58,0.92,0.61,8,0.33,0
user487,0.65,0.67,0.67,5,0.19,0
user55,0.6,0.83,0.53,10,0.65,0
user59,0.5,0.75,0.69,5,0.08,0
user228,0.69,0.08,0.62,3,0.63,0
user399,0.58,0.17,0.81,3,0.64,0
user363,0.51,0.67,0.62,10,0.3,0
user411,0.62,0.0,0.85,10,0.58,0
user351,0.61,1.0,0.64,3,0.09,0
user395,0.61,0.25,0.67,8,0.07,0
user400,0.88,0.83,0.89,1,0.67,1
user94,0.84,0.83,0.53,8,0.32,0
user275,0.89,0.75,0.84,9,0.5,0
user164,0.97,1.0,0.54,4,0.26,0
user419,0.76,0.08,0.55,1,0.61,0
user265,0.75,0.17,0.97,10,0.56,0
user53,0.4,0.08,0.53,5,0.46,0
user190,0.71,0.92,0.98,4,0.27,0
user146,0.37,0.67,0.87,3,0.32,0
user244,0.34,0.75,0.55,8,0.07,0
user114,0.71,0.83,0.89,10,0.09,0
user410,0.35,0.08,0.56,3,0.15,0
user171,0.89,0.33,0.53,8,0.56,0
user307,0.88,0.17,0.93,8,0.68,0
user282,0.73,0.25,0.73,2,0.53,0
user107,0.71,0.75,0.54,8,0.19,0
user30,0.76,0.08,0.88,7,0.09,0
user72,0.52,0.83,0.63,8,0.18,0
user5,0.53,0.25,0.82,8,0.19,0
user393,0.98,0.33,0.57,8,0.34,0
user97,0.93,0.33,0.6,5,0.66,0
user478,0.78,0.25,0.68,9,0.13,0
user428,0.31,0.83,0.65,10,0.2,0
user8,0.9,0.75,0.71,4,0.66,1
user196,0.63,0.17,0.67,5,0.34,0
user297,0.59,0.08,0.67,9,0.69,0
user67,0.68,0.83,0.53,6,0.0,0
user315,0.64,1.0,0.93,9,0.46,0
user414,0.47,0.17,0.91,10,0.23,0
user241,0.92,0.83,0.72,5,0.48,0
user399,0.66,0.5,0.61,6,0.6,0
user234,0.99,0.08,0.67,3,0.95,0
user413,0.82,0.67,0.71,7,0.5,0
user197,0.74,0.5,0.89,3,0.37,0
user200,0.79,0.92,0.5,3,0.65,0
user78,0.59,0.67,0.75,1,0.11,0
user79,0.89,0.75,0.67,7,0.88,1
user109,0.78,0.17,0.61,7,0.11,0
user21,0.58,0.5,0.75,9,0.15,0
user465,0.36,0.33,0.83,8,0.56,0
user51,0.57,0.25,0.88,6,0.58,0
user461,0.67,0.5,0.78,2,0.32,0
user260,0.71,0.42,0.77,6,0.05,0
user489,0.84,0.75,0.64,10,0.4,0
user385,0.72,0.58,0.44,2,0.11,0
user314,0.94,0.83,0.12,7,0.39,0
user197,0.41,0.17,0.83,5,0.62,0
user427,0.57,1.0,0.65,1,0.04,0
user172,0.81,0.25,0.52,5,0.37,0
user373,0.46,0.58,0.04,5,0.1,0
user192,0.43,0.33,0.78,3,0.45,0
user273,0.38,0.08,0.98,6,0.26,0
user495,0.78,0.42,0.54,4,0.4,0
user424,0.47,0.25,0.6,6,0.93,0
user15,0.93,0.33,0.58,7,0.65,0
user478,0.59,0.67,0.76,7,0.14,0
user48,0.63,0.5,0.71,7,0.11,0
user116,0.76,0.08,0.78,4,0.23,0
user60,0.61,0.0,1.0,8,0.14,0
user408,0.53,0.08,0.66,1,0.33,0
user26,0.63,0.58,0.85,1,0.57,0
user8,0.9,0.17,0.88,2,0.6,0
user255,0.72,0.67,0.88,9,0.01,0
user170,0.54,0.58,0.96,5,0.61,0
user253,0.56,0.25,0.53,6,0.02,0
user105,0.39,0.0,0.72,7,0.58,0
user131,0.77,0.92,0.72,5,0.5,0
user369,0.8,0.5,0.85,3,0.56,0
user266,0.67,0.42,0.38,7,0.63,0
user100,0.95,0.67,0.78,1,0.4,0
user362,0.48,0.08,0.64,2,0.69,0
user472,0.3,0.83,0.21,2,0.09,0
user269,0.77,0.67,0.63,4,0.55,1
user226,0.69,0.83,0.87,1,0.02,0
user37,0.54,0.67,0.89,2,0.6,0
user424,0.74,0.75,0.74,10,0.55,1
user131,0.44,0.25,0.82,1,0.35,0
user167,0.54,0.5,0.89,5,0.7,0
user163,0.87,0.42,0.92,7,0.15,0
user26,0.76,0.67,0.66,4,0.84,1
user340,0.57,0.92,0.68,7,0.39,0
user250,0.58,0.92,0.52,3,0.37,0
user156,0.97,0.25,0.9,4,0.14,0
user368,0.56,0.33,0.84,2,0.07,0
user350,0.41,0.42,0.85,9,0.3,0
user293,0.71,0.17,0.81,3,0.23,0
user156,0.87,0.83,0.6,9,0.1,0
user309,0.64,0.75,0.75,2,0.18,0
user386,1.0,0.42,0.68,9,0.01,0
user100,0.39,0.92,0.3,4,0.68,0
user337,0.72,0.75,0.91,6,0.56,1
user225,0.91,0.0,0.65,3,0.05,0
user299,0.33,0.33,0.56,5,0.28,0
user492,0.46,0.67,0.72,3,0.36,0
user343,0.31,0.67,0.67,2,0.1,0
user298,0.57,0.17,0.63,2,0.28,0
user230,0.62,0.83,0.64,6,0.62,1
user227,0.78,0.08,0.79,9,0.09,0
user204,0.55,1.0,0.75,3,0.27,0
user177,0.57,0.5,0.86,2,0.29,0
user457,0.87,0.33,0.64,6,0.62,0
user375,0.5,0.08,0.78,8,0.44,0
user433,0.53,0.42,0.75,2,0.42,0
user256,0.59,1.0,0.63,1,0.55,0
user456,0.66,0.5,0.84,2,0.61,0
user371,0.88,0.58,0.74,5,0.65,0
user454,0.98,0.33,0.92,4,0.64,0
user341,0.31,0.08,0.7,6,0.27,0
user33,0.71,0.17,0.62,5,0.38,0
user34,0.68,0.83,0.49,9,0.35,0
user95,0.79,0.33,0.6,5,0.09,0
user152,0.64,0.67,0.45,8,0.5,0
user157,0.99,0.33,0.91,7,0.46,0
user12,0.72,0.08,0.2,5,0.04,0
user171,0.33,0.92,0.58,1,0.51,0
user426,0.43,0.83,0.77,4,0.25,0
user328,0.92,0.92,0.86,4,0.66,1
user20,0.52,0.0,0.79,10,0.6,0
user126,0.89,0.58,0.81,3,0.69,0
user450,0.48,0.42,0.87,8,0.03,0
user164,0.65,0.17,0.26,3,0.5,0
user79,0.87,0.08,0.98,10,0.18,0
user471,0.78,0.25,0.64,9,0.8,0
user490,0.79,0.17,0.72,4,0.62,0
user167,0.99,0.83,0.64,8,0.34,0
user234,0.69,0.58,0.52,6,0.69,0
user425,0.63,0.33,0.78,8,0.15,0
user51,0.87,0.92,0.59,3,0.53,1
user458,0.74,0.08,0.58,8,0.56,0
user51,0.8,0.67,0.5,4,0.69,0
user207,0.55,0.42,0.58,6,0.58,0
user119,0.74,0.75,0.78,10,0.45,0
user164,0.34,0.17,0.64,9,0.29,0
user212,0.83,0.08,0.51,9,0.52,0
user101,0.72,0.58,0.7,6,0.49,0
user277,0.64,0.42,0.73,6,0.19,0
user243,0.73,0.42,0.76,9,0.58,0
user455,0.62,0.25,0.47,7,0.7,0
user76,0.54,0.58,0.68,5,0.08,0
user321,0.33,0.67,0.78,9,0.07,0
user116,0.71,0.42,0.96,4,0.69,0
user192,0.61,0.08,0.63,5,0.05,0
user356,0.66,0.17,0.82,3,0.03,0
user45,0.32,0.67,0.35,3,0.52,0
user494,0.91,1.0,0.7,6,0.99,1
user285,0.72,0.83,0.17,8,0.7,0
user342,0.56,0.83,0.62,2,0.62,0
user43,0.61,0.33,0.66,10,0.1,0
user103,0.57,0.92,0.77,8,0.62,0
user213,0.6,0.92,0.65,6,0.28,0
user234,0.4,0.0,0.18,1,0.1,0
user324,0.66,0.58,0.55,10,0.56,0
user112,0.98,0.67,0.95,1,0.18,0
user354,0.75,0.83,0.9,1,0.56,1
user114,0.73,0.5,0.28,5,0.34,0
user219,0.47,0.58,0.89,1,0.61,0
user208,0.49,0.75,0.81,4,0.07,0
user160,0.37,0.83,0.67,8,0.22,0
user427,0.39,0.42,0.78,1,0.27,0
user221,0.72,0.83,0.76,4,0.31,0
user123,0.74,0.75,0.63,6,0.14,0
user33,0.52,0.42,0.84,6,0.34,0
user500,0.92,0.25,0.84,10,0.05,0
user248,0.7,0.92,0.87,6,0.22,0
user443,0.6,1.0,0.79,3,0.55,0
user362,0.55,0.83,0.94,7,0.11,0
user320,0.76,0.08,0.88,5,0.13,0
user431,0.58,0.17,0.85,4,0.15,0
user159,0.41,0.5,0.74,4,0.41,0
user58,0.36,0.08,0.62,1,0.27,0
user178,0.44,0.0,0.92,8,0.53,0
user465,0.47,0.58,0.93,4,0.15,0
user437,0.56,0.58,0.99,10,0.8,0
user124,0.72,0.17,0.62,5,0.03,0
user113,0.91,0.17,0.67,7,0.75,0
user488,0.71,0.58,0.73,4,0.47,0
user432,0.41,0.25,0.55,6,0.14,0
user144,0.46,0.67,0.58,3,0.61,0
user208,0.69,0.08,0.92,2,0.43,0
user403,0.85,0.33,0.6,4,0.8,0
user224,0.44,0.5,0.57,6,0.68,0
user442,0.47,0.58,0.92,2,0.32,0
user451,0.63,0.75,0.96,9,0.68,1
user36,0.62,1.0,0.81,5,0.27,0
user368,0.71,0.92,0.62,6,0.64,1
user387,0.95,0.5,0.96,3,0.26,0
user459,0.74,0.83,0.85,5,0.33,0
user343,0.44,0.5,0.85,2,0.98,0
user497,0.7,0.17,0.84,8,0.83,0
user103,0.67,0.42,0.56,3,0.27,0
user151,0.91,0.83,0.69,6,0.13,0
user389,0.44,0.08,0.79,8,0.36,0
user401,0.8,0.83,0.68,10,0.32,0
user434,0.63,0.17,0.79,8,0.95,0
user12,0.73,0.75,0.95,1,0.11,0
user235,0.99,0.67,0.74,9,0.62,1
user225,0.45,1.0,0.64,7,0.1,0
user206,0.99,1.0,0.91,9,0.47,0
user319,0.97,0.5,0.97,8,0.51,0
user446,0.38,0.5,0.96,7,0.66,0
user7,0.55,0.75,0.9,2,0.7,0
user39,0.78,0.83,0.72,1,0.89,1
user459,0.54,0.75,0.95,2,0.26,0
user458,0.64,0.33,0.87,10,0.84,0
user199,0.52,0.5,0.86,10,0.55,0
user495,0.95,0.25,0.57,10,0.65,0
user376,0.95,0.92,0.58,1,0.55,1
user260,0.76,0.75,0.54,7,0.51,1
user431,0.32,0.75,0.37,8,0.61,0
user300,0.88,0.5,0.91,4,0.12,0
user469,0.5,0.42,0.16,3,0.45,0
user59,0.39,0.92,0.78,1,0.83,0
user145,0.58,0.92,0.66,7,0.02,0
user228,0.55,0.83,0.73,8,0.43,0
user61,0.66,0.5,0.75,1,0.64,0
user43,0.37,1.0,0.55,4,0.67,0
user70,0.36,0.58,0.74,10,0.69,0
user260,0.4,0.75,0.97,8,0.68,0
user309,0.59,0.17,0.84,7,0.45,0
user47,0.59,0.17,0.9,8,0.17,0
user30,0.8,0.58,0.14,6,0.29,0
user275,0.73,0.25,0.92,7,0.42,0
user370,0.62,0.83,0.96,5,0.37,0
user248,0.41,0.75,0.83,6,0.68,0
user236,0.34,0.0,0.85,10,0.03,0
user448,0.79,0.25,0.56,9,0.92,0
user14,0.7,0.33,0.53,7,0.6,0
user14,0.39,0.75,0.6,5,0.09,0
user91,0.66,1.0,0.69,2,0.59,1
user486,0.56,0.33,0.79,8,0.29,0
user225,0.62,0.67,0.91,7,0.33,0
user246,0.61,0.25,0.98,9,0.24,0
user108,0.46,0.75,0.6,6,0.08,0
user399,0.54,0.92,0.55,7,0.69,0
user18,0.49,0.17,0.79,3,0.62,0
user445,0.46,0.5,0.77,5,0.58,0
user444,0.81,0.58,0.64,7,0.04,0
user448,0.92,0.75,0.84,9,0.49,0
user247,0.32,0.75,0.67,1,0.01,0
user265,0.61,0.33,0.78,10,0.51,0
user205,0.43,0.67,1.0,9,0.17,0
user354,0.31,0.42,0.75,8,0.63,0
user102,0.46,0.58,0.6,10,0.24,0
user238,0.86,0.92,0.75,9,0.69,1
user207,0.75,0.75,0.59,7,0.99,1
user316,0.67,0.58,1.0,5,0.22,0
user138,0.67,0.92,0.96,1,0.53,1
user375,0.78,0.83,0.76,4,0.14,0
user160,0.98,0.58,0.56,5,0.28,0
user498,0.98,0.83,0.95,10,0.23,0
user409,0.52,0.25,0.64,9,0.16,0
user323,0.78,0.0,0.57,10,0.06,0
user283,0.45,0.33,0.82,2,0.32,0
user496,0.63,0.75,0.73,8,0.03,0
user457,0.43,0.5,0.64,10,0.38,0
user170,0.47,0.33,0.62,3,0.36,0
user141,0.78,0.58,0.19,8,0.57,0
user252,0.87,0.75,0.54,6,0.34,0
user391,0.53,0.25,0.67,8,0.57,0
user424,0.74,0.08,0.97,8,0.63,0
user275,0.44,0.67,0.54,1,0.18,0
user252,0.93,0.58,0.76,8,0.14,0
user215,0.37,0.08,0.68,4,0.39,0
user151,0.51,0.17,0.63,7,0.4,0
user67,0.85,0.08,0.26,10,0.22,0
user195,0.6,0.33,0.72,1,0.64,0
user286,0.64,0.83,0.51,6,0.16,0
user493,0.89,0.92,0.69,7,0.02,0
user93,0.99,0.58,0.62,3,0.61,0
user91,0.74,0.0,0.58,8,0.69,0
user286,0.47,0.67,0.75,6,0.24,0
user46,0.55,1.0,0.77,5,0.49,0
user348,0.88,0.58,0.7,6,0.54,0
user82,0.39,0.42,0.6,10,0.1,0
user43,0.55,0.42,0.53,10,0.67,0
user121,0.55,0.17,0.58,6,0.23,0
user43,0.86,1.0,0.64,1,0.51,1
user269,0.33,0.08,0.58,6,0.43,0
user488,0.55,0.17,0.55,2,0.65,0
user422,0.78,0.67,0.66,4,0.27,0
user292,0.8,0.5,0.72,7,0.48,0
user176,0.93,0.75,0.29,1,0.62,0
user472,0.97,0.83,0.91,7,0.21,0
user410,0.79,0.42,0.92,2,0.38,0
user90,0.66,0.83,0.93,2,0.68,1
user343,0.45,0.67,0.88,7,0.93,0
user407,0.96,0.58,0.56,5,0.24,0
user214,0.91,0.58,0.77,1,0.17,0
user168,0.66,0.83,0.55,2,0.29,0
user498,0.8,0.33,0.36,5,0.39,0
user340,0.6,0.25,0.72,4,0.47,0
user255,0.56,0.17,0.58,5,0.39,0
user293,0.82,0.92,0.75,2,0.82,1
user259,0.84,0.33,0.99,8,0.12,0
user499,0.74,0.5,0.57,5,0.04,0
user26,0.66,0.5,0.61,3,0.45,0
user120,0.38,0.75,0.52,9,0.18,0
user146,0.98,0.92,0.89,1,0.45,0
user491,0.51,0.42,0.76,1,0.05,0
user261,0.48,0.33,0.67,10,0.56,0
user320,0.61,0.25,0.66,10,0.25,0
user227,0.49,0.58,0.96,4,0.17,0
user312,0.81,0.33,0.11,10,0.14,0
user32,0.67,0.67,0.83,1,0.09,0
user174,0.42,0.17,0.86,8,0.08,0
user346,0.32,0.08,0.72,4,0.32,0
user109,0.52,0.92,0.64,7,0.17,0
user359,0.52,0.33,0.84,3,0.08,0
user437,0.89,0.42,0.89,8,0.09,0
user381,0.34,1.0,0.87,8,0.49,0
user245,1.0,0.25,0.96,4,0.64,0
user412,0.62,0.5,0.68,7,0.69,0
user112,0.51,0.42,0.89,8,0.51,0
user59,0.4,0.17,0.73,10,0.11,0
user396,0.64,0.25,0.68,10,0.63,0
user214,0.4,0.33,0.66,1,0.06,0
user471,0.7,0.83,0.94,7,0.08,0
user434,0.96,0.58,0.47,7,0.04,0
user241,0.76,0.17,0.59,6,0.46,0
user355,0.53,0.83,0.2,6,0.36,0
user151,0.76,0.67,0.6,1,0.27,0
user342,0.57,0.92,0.8,5,0.39,0
user273,0.83,0.17,0.82,2,0.12,0
user396,0.33,0.75,0.86,2,0.82,0
user254,0.99,0.08,0.65,3,0.84,0
user392,0.7,0.67,0.81,5,0.63,1
user108,0.78,0.17,0.52,5,0.27,0
user27,0.33,0.58,0.92,7,0.48,0
